DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
Purnia,214,Baisi,1140,Mohammadpur,'1019000202042200,Village,Bihar,6497.82,10829.7,12376.8,10829.7,10829.7,13923.9,10829.7
Saharsa,216,Mahishi,1173,Dhamwara,'1019000202039600,Village,Bihar,6498.24,10830.4,12377.6,10830.4,10830.4,13924.8,10830.4
Vaishali,224,Patepur,1274,Chak Sharifa Bhatu Rae,'1017001401803600,Village,Bihar,6498.66,10831.1,12378.4,10831.1,10831.1,13925.7,10831.1
Samastipur,217,Samastipur,1288,Harpur Nizamat,'1009001100786900,Village,Bihar,6499.08,10831.8,12379.2,10831.8,10831.8,13926.6,10831.8
Vaishali,224,Patepur,1274,Paharpur,'1017001301789600,Village,Bihar,6499.5,10832.5,12380,10832.5,10832.5,13927.5,10832.5
Purnia,214,Baisi,1140,Choncha,'1018000701925500,Village,Bihar,6499.92,10833.2,12380.8,10833.2,10833.2,13928.4,10833.2
Purnia,214,Baisi,1140,Bansbari,'1013001601186200,Village,Bihar,6500.34,10833.9,12381.6,10833.9,10833.9,13929.3,10833.9
Darbhanga,195,Kusheshwar Asthan,1197,Sanauli,'1017001601815000,Village,Bihar,6500.76,10834.6,12382.4,10834.6,10834.6,13930.2,10834.6
Saharsa,216,Kahara,1174,Saharsa,'1009000800760600,Town,Bihar,6501.18,10835.3,12383.2,10835.3,10835.3,13931.1,10835.3
Vaishali,224,Chehra Kalan,1273,Shahpur Khurd,'1019000202039700,Village,Bihar,6501.6,10836,12384,10836,10836,13932,10836
Vaishali,224,Bhagwanpur,1271,Yukub Chak,'1019000402051400,Village,Bihar,6502.02,10836.7,12384.8,10836.7,10836.7,13932.9,10836.7
Saran,218,Amnour,1261,Hela,'1017001601810700,Village,Bihar,6502.44,10837.4,12385.6,10837.4,10837.4,13933.8,10837.4
Darbhanga,195,Gora Bauram,1196,Adhlar,'1012000301041000,Village,Bihar,6502.86,10838.1,12386.4,10838.1,10838.1,13934.7,10838.1
Vaishali,224,Goraul,1272,Belwar,'1017000901757600,Village,Bihar,6503.28,10838.8,12387.2,10838.8,10838.8,13935.6,10838.8
Samastipur,217,Kalyanpur,1048,Bhagirathpur,'1017001601814000,Village,Bihar,6503.7,10839.5,12388,10839.5,10839.5,13936.5,10839.5
Purnia,214,Banmankhi,1128,Belachand Sukhia Milik,'1018000401893500,Village,Bihar,6504.12,10840.2,12388.8,10840.2,10840.2,13937.4,10840.2
Saran,218,Amnour,1261,Basauti,'1009000900765400,Village,Bihar,6504.54,10840.9,12389.6,10840.9,10840.9,13938.3,10840.9
Saran,218,Dariapur,1264,Sarae Muzaffar,'1017001601817400,Village,Bihar,6504.96,10841.6,12390.4,10841.6,10841.6,13939.2,10841.6
Purnia,214,Banmankhi,1128,Ramnagar Pharsahi,'1013001701195500,Village,Bihar,6505.38,10842.3,12391.2,10842.3,10842.3,13940.1,10842.3
Saran,218,Manjhi,1255,Sonia,'1019000402052600,Village,Bihar,6505.8,10843,12392,10843,10843,13941,10843
Vaishali,224,Lalganj,1270,Rasulpur Urf Rasulnagar,'1009001300801700,Village,Bihar,6506.22,10843.7,12392.8,10843.7,10843.7,13941.9,10843.7
Saran,218,Jalalpur,1256,Khairadih,'1018000601911600,Village,Bihar,6506.64,10844.4,12393.6,10844.4,10844.4,13942.8,10844.4
Purnia,214,Krityanand Nagar,1133,Ashraf Nagar,'1018000701923600,Village,Bihar,6507.06,10845.1,12394.4,10845.1,10845.1,13943.7,10845.1
Vaishali,224,Patepur,1274,Rupanpatti,'1009001300806200,Village,Bihar,6507.48,10845.8,12395.2,10845.8,10845.8,13944.6,10845.8
Samastipur,217,Khanpur,1287,Bhupatpur,'1012000301037500,Village,Bihar,6507.9,10846.5,12396,10846.5,10846.5,13945.5,10846.5
Vaishali,224,Patepur,1274,Majhaulia,'1018000301880800,Village,Bihar,6508.32,10847.2,12396.8,10847.2,10847.2,13946.4,10847.2
Saran,218,Manjhi,1255,Bagoia,'1009000900764500,Village,Bihar,6508.74,10847.9,12397.6,10847.9,10847.9,13947.3,10847.9
Purnia,214,Kasba,1135,Ratansoti,'1009001300801600,Village,Bihar,6509.16,10848.6,12398.4,10848.6,10848.6,13948.2,10848.6
Purnia,214,Baisi,1140,Neamatpur,'1009000100711500,Village,Bihar,6509.58,10849.3,12399.2,10849.3,10849.3,13949.1,10849.3
Saran,218,Parsa,1263,Pachrukhi,'1018000701923300,Village,Bihar,6510,10850,12400,10850,10850,13950,10850
Saharsa,216,Mahishi,1173,Thanwar,'1009001100786800,Village,Bihar,6510.42,10850.7,12400.8,10850.7,10850.7,13950.9,10850.7
Samastipur,217,Khanpur,1287,Salempatti,'1011000400992300,Village,Bihar,6510.84,10851.4,12401.6,10851.4,10851.4,13951.8,10851.4
Samastipur,217,Khanpur,1287,Chakoti,'1019000502057900,Village,Bihar,6511.26,10852.1,12402.4,10852.1,10852.1,13952.7,10852.1
Purnia,214,Baisi,1140,Bhasia,'1009001300806700,Village,Bihar,6511.68,10852.8,12403.2,10852.8,10852.8,13953.6,10852.8
Samastipur,217,Pusa,1289,Bishunpur Dimangra,'1017000801749200,Village,Bihar,6512.1,10853.5,12404,10853.5,10853.5,13954.5,10853.5
Madhepura,205,Murliganj,1164,Jitapur,'1012000401046400,Village,Bihar,6512.52,10854.2,12404.8,10854.2,10854.2,13955.4,10854.2
Saran,218,Nagra,1259,Chainpur,'1019000602069300,Village,Bihar,6512.94,10854.9,12405.6,10854.9,10854.9,13956.3,10854.9
Samastipur,217,Kalyanpur,1048,Muktapur,'1019000102035100,Village,Bihar,6513.36,10855.6,12406.4,10855.6,10855.6,13957.2,10855.6
Saran,218,Parsa,1263,Chandpura,'1019000302046900,Village,Bihar,6513.78,10856.3,12407.2,10856.3,10856.3,13958.1,10856.3
Madhepura,205,Madhepura,1161,Madhuban,'1017001601816500,Village,Bihar,6514.2,10857,12408,10857,10857,13959,10857
Vaishali,224,Goraul,1272,Chehra khurd Urf Rasulpur Hadi,'1018000601911700,Village,Bihar,6514.62,10857.7,12408.8,10857.7,10857.7,13959.9,10857.7
Vaishali,224,Lalganj,1270,Bhusahi Urf Aurangabad,'1017001601814800,Village,Bihar,6515.04,10858.4,12409.6,10858.4,10858.4,13960.8,10858.4
Vaishali,224,Goraul,1272,Benipatti,'1017001601814400,Village,Bihar,6515.46,10859.1,12410.4,10859.1,10859.1,13961.7,10859.1
Samastipur,217,Samastipur,1288,Harpur Silaut,'1009000800758500,Village,Bihar,6515.88,10859.8,12411.2,10859.8,10859.8,13962.6,10859.8
Saharsa,216,Mahishi,1173,Chilkwar Tappeh or Chil,'1019000602069500,Village,Bihar,6516.3,10860.5,12412,10860.5,10860.5,13963.5,10860.5
Saran,218,Amnour,1261,Sandalpur,'1009001300802100,Village,Bihar,6516.72,10861.2,12412.8,10861.2,10861.2,13964.4,10861.2
Samastipur,217,Kalyanpur,1048,Sari Tole Barhkurwa,'1017001401795200,Village,Bihar,6517.14,10861.9,12413.6,10861.9,10861.9,13965.3,10861.9
Madhepura,205,Madhepura,1161,Dubiahi,'1017000801747700,Village,Bihar,6517.56,10862.6,12414.4,10862.6,10862.6,13966.2,10862.6
Saran,218,Nagra,1259,Murar Chhapra,'1016001901686600,Village,Bihar,6517.98,10863.3,12415.2,10863.3,10863.3,13967.1,10863.3
Purnia,214,Dagarua,1141,Dubaili,'1018000701924900,Village,Bihar,6518.4,10864,12416,10864,10864,13968,10864
Samastipur,217,Kalyanpur,1048,Daulatpur,'1019000302050200,Village,Bihar,6518.82,10864.7,12416.8,10864.7,10864.7,13968.9,10864.7
Purnia,214,Krityanand Nagar,1133,kataha,'1011000701003800,Village,Bihar,6519.24,10865.4,12417.6,10865.4,10865.4,13969.8,10865.4
Samastipur,217,Shivaji Nagar,1286,Jagdar,'1018000701925400,Village,Bihar,6519.66,10866.1,12418.4,10866.1,10866.1,13970.7,10866.1
Purnia,214,Kasba,1135,Khagjana,'1018000301885700,Village,Bihar,6520.08,10866.8,12419.2,10866.8,10866.8,13971.6,10866.8
Purnia,214,Kasba,1135,Lakhna,'1018000501904800,Village,Bihar,6520.5,10867.5,12420,10867.5,10867.5,13972.5,10867.5
Madhepura,205,Madhepura,1161,Lachhmirampur Dakhinwari,'1013001701191900,Village,Bihar,6520.92,10868.2,12420.8,10868.2,10868.2,13973.4,10868.2
Madhepura,205,Madhepura,1161,Tuniahi Dakhinwari,'1019000602070000,Village,Bihar,6521.34,10868.9,12421.6,10868.9,10868.9,13974.3,10868.9
Saran,218,Parsa,1263,Arna,'1017001301789500,Village,Bihar,6521.76,10869.6,12422.4,10869.6,10869.6,13975.2,10869.6
Purnia,214,Baisi,1140,Bansbari,'1009001300807300,Village,Bihar,6522.18,10870.3,12423.2,10870.3,10870.3,13976.1,10870.3
Saran,218,Nagra,1259,Paterha,'1018000501904500,Village,Bihar,6522.6,10871,12424,10871,10871,13977,10871
Purnia,214,Banmankhi,1128,Ramnagar Pharsahi Milik,'1009000800760900,Village,Bihar,6523.02,10871.7,12424.8,10871.7,10871.7,13977.9,10871.7
Saharsa,216,Kahara,1174,Garahiapatti,'1011000701004200,Village,Bihar,6523.44,10872.4,12425.6,10872.4,10872.4,13978.8,10872.4
Purnia,214,Kasba,1135,Bhamra,'1009000600741400,Village,Bihar,6523.86,10873.1,12426.4,10873.1,10873.1,13979.7,10873.1
Saran,218,Manjhi,1255,Mansath,'1017000901754900,Village,Bihar,6524.28,10873.8,12427.2,10873.8,10873.8,13980.6,10873.8
Purnia,214,Baisi,1140,Simalbari,'1009000100703800,Village,Bihar,6524.7,10874.5,12428,10874.5,10874.5,13981.5,10874.5
Samastipur,217,Khanpur,1287,Kanu Bishunpur,'1009000100708100,Village,Bihar,6525.12,10875.2,12428.8,10875.2,10875.2,13982.4,10875.2
Saharsa,216,Kahara,1174,Balhapatti,'1017000901754700,Village,Bihar,6525.54,10875.9,12429.6,10875.9,10875.9,13983.3,10875.9
Saharsa,216,Mahishi,1173,Nonia,'1012000501049800,Village,Bihar,6525.96,10876.6,12430.4,10876.6,10876.6,13984.2,10876.6
Saharsa,216,Mahishi,1173,Supaul,'1017001401803800,Village,Bihar,6526.38,10877.3,12431.2,10877.3,10877.3,13985.1,10877.3
Vaishali,224,Goraul,1272,Paighambarpur,'1018000301881000,Village,Bihar,6526.8,10878,12432,10878,10878,13986,10878
Samastipur,217,Pusa,1289,Mahamadpur Kuori,'1016001901686800,Village,Bihar,6527.22,10878.7,12432.8,10878.7,10878.7,13986.9,10878.7
Saran,218,Nagra,1259,Bhikhampur,'1019000502058800,Village,Bihar,6527.64,10879.4,12433.6,10879.4,10879.4,13987.8,10879.4
Samastipur,217,Shivaji Nagar,1286,Shankarpur,'1009001300807200,Village,Bihar,6528.06,10880.1,12434.4,10880.1,10880.1,13988.7,10880.1
Saran,218,Manjhi,1255,Sadhpur Chatra,'1012000301041300,Village,Bihar,6528.48,10880.8,12435.2,10880.8,10880.8,13989.6,10880.8
Vaishali,224,Lalganj,1270,Yusufpur,'1017001701828900,Village,Bihar,6528.9,10881.5,12436,10881.5,10881.5,13990.5,10881.5
Saharsa,216,Kahara,1174,Bangaon,'1019000102035000,Village,Bihar,6529.32,10882.2,12436.8,10882.2,10882.2,13991.4,10882.2
Saran,218,Parsa,1263,Langarpura,'1017001601812300,Village,Bihar,6529.74,10882.9,12437.6,10882.9,10882.9,13992.3,10882.9
Saran,218,Nagra,1259,Mahammanpatti,'1017000801749300,Village,Bihar,6530.16,10883.6,12438.4,10883.6,10883.6,13993.2,10883.6
Purnia,214,Baisi,1140,Garighatta,'1019000202042200,Village,Bihar,6530.58,10884.3,12439.2,10884.3,10884.3,13994.1,10884.3
Samastipur,217,Singhia,1301,Hardia,'1017000901757700,Village,Bihar,6531,10885,12440,10885,10885,13995,10885
Saran,218,Dariapur,1264,Mahammadpur,'1013001701192100,Village,Bihar,6531.42,10885.7,12440.8,10885.7,10885.7,13995.9,10885.7
Purnia,214,Baisi,1140,Benibari,'1018000601914100,Village,Bihar,6531.84,10886.4,12441.6,10886.4,10886.4,13996.8,10886.4
Saran,218,Nagra,1259,Banri Dhobwal,'1018000301885800,Village,Bihar,6532.26,10887.1,12442.4,10887.1,10887.1,13997.7,10887.1
Saran,218,Nagra,1259,Tujarpur,'1009000100710700,Village,Bihar,6532.68,10887.8,12443.2,10887.8,10887.8,13998.6,10887.8
Vaishali,224,Bhagwanpur,1271,Warishpur Patti,'1018000701914500,Village,Bihar,6533.1,10888.5,12444,10888.5,10888.5,13999.5,10888.5
Saran,218,Marhaura,1260,Dharmauli,'1009000100707900,Village,Bihar,6533.52,10889.2,12444.8,10889.2,10889.2,14000.4,10889.2
Vaishali,224,Chehra Kalan,1273,Chehra Kalan Urf Mohammadpur,'1011000701002600,Village,Bihar,6533.94,10889.9,12445.6,10889.9,10889.9,14001.3,10889.9
Saharsa,216,Mahishi,1173,Dhapari,'1017001301792300,Village,Bihar,6534.36,10890.6,12446.4,10890.6,10890.6,14002.2,10890.6
Vaishali,224,Bhagwanpur,1271,Warispur Patti,'1017001601812700,Village,Bihar,6534.78,10891.3,12447.2,10891.3,10891.3,14003.1,10891.3
Saran,218,Amnour,1261,Gochhi Chhapra,'1009000600741100,Village,Bihar,6535.2,10892,12448,10892,10892,14004,10892
Purnia,214,Kasba,1135,Mahthaur,'1017001601810800,Village,Bihar,6535.62,10892.7,12448.8,10892.7,10892.7,14004.9,10892.7
Saran,218,Parsa,1263,Sobeparsa,'1012000401046100,Village,Bihar,6536.04,10893.4,12449.6,10893.4,10893.4,14005.8,10893.4
Saran,218,Nagra,1259,Chhitrauli,'1009001300806900,Village,Bihar,6536.46,10894.1,12450.4,10894.1,10894.1,14006.7,10894.1
Darbhanga,195,Kusheshwar Asthan,1197,Gora,'1009000100707500,Village,Bihar,6536.88,10894.8,12451.2,10894.8,10894.8,14007.6,10894.8
Vaishali,224,Bhagwanpur,1271,Harpur Kasturi,'1017000801749400,Village,Bihar,6537.3,10895.5,12452,10895.5,10895.5,14008.5,10895.5
Saran,218,Amnour,1261,Manpur,'1012000301039100,Village,Bihar,6537.72,10896.2,12452.8,10896.2,10896.2,14009.4,10896.2
Saran,218,Parsa,1263,Dighra,'1017001601816100,Village,Bihar,6538.14,10896.9,12453.6,10896.9,10896.9,14010.3,10896.9
Saran,218,Jalalpur,1256,Deuria,'1011000701002700,Village,Bihar,6538.56,10897.6,12454.4,10897.6,10897.6,14011.2,10897.6
Saran,218,Nagra,1259,Bangra,'1018000701915800,Village,Bihar,6538.98,10898.3,12455.2,10898.3,10898.3,14012.1,10898.3
Vaishali,224,Patepur,1274,Kasturi Sara Urf Chak Ebrahim,'1017001601814100,Village,Bihar,6539.4,10899,12456,10899,10899,14013,10899
Darbhanga,195,Kusheshwar Asthan,1197,Ladiami,'1019000202042400,Village,Bihar,6539.82,10899.7,12456.8,10899.7,10899.7,14013.9,10899.7
Darbhanga,195,Kusheshwar Asthan,1197,Balaha,'1009001300802000,Village,Bihar,6540.24,10900.4,12457.6,10900.4,10900.4,14014.8,10900.4
Saharsa,216,Mahishi,1173,Paranpur,'1017000801747600,Village,Bihar,6540.66,10901.1,12458.4,10901.1,10901.1,14015.7,10901.1
Vaishali,224,Lalganj,1270,Kamalpur,'1009000100707700,Village,Bihar,6541.08,10901.8,12459.2,10901.8,10901.8,14016.6,10901.8
Saran,218,Parsa,1263,Parsa Mathura,'1009001300802200,Village,Bihar,6541.5,10902.5,12460,10902.5,10902.5,14017.5,10902.5
Darbhanga,195,Kusheshwar Asthan,1197,Mahri Chakla,'1017001301790600,Village,Bihar,6541.92,10903.2,12460.8,10903.2,10903.2,14018.4,10903.2
Saran,218,Nagra,1259,Kalupur,'1019000402052400,Village,Bihar,6542.34,10903.9,12461.6,10903.9,10903.9,14019.3,10903.9
Vaishali,224,Lalganj,1270,Shahpur Tewari Urf Tutha,'1009000800758300,Village,Bihar,6542.76,10904.6,12462.4,10904.6,10904.6,14020.2,10904.6
Vaishali,224,Chehra Kalan,1273,Jalalpur Birbhan,'1017000801743100,Village,Bihar,6543.18,10905.3,12463.2,10905.3,10905.3,14021.1,10905.3
Saran,218,Amnour,1261,Malahi,'1009000800761100,Village,Bihar,6543.6,10906,12464,10906,10906,14022,10906
Saran,218,Manjhi,1255,Matiar Diara,'1019000302046200,Village,Bihar,6544.02,10906.7,12464.8,10906.7,10906.7,14022.9,10906.7
Samastipur,217,Singhia,1301,Harpur,'1012000301041600,Village,Bihar,6544.44,10907.4,12465.6,10907.4,10907.4,14023.8,10907.4
Vaishali,224,Patepur,1274,Darhua,'1009000140901000,Village,Bihar,6544.86,10908.1,12466.4,10908.1,10908.1,14024.7,10908.1
Vaishali,224,Patepur,1274,Peyarepur,'1019001802127300,Village,Bihar,6545.28,10908.8,12467.2,10908.8,10908.8,14025.6,10908.8
Saran,218,Marhaura,1260,Suksena,'1017001601814900,Village,Bihar,6545.7,10909.5,12468,10909.5,10909.5,14026.5,10909.5
Darbhanga,195,Gora Bauram,1196,Ahisa,'1017000901757200,Village,Bihar,6546.12,10910.2,12468.8,10910.2,10910.2,14027.4,10910.2
Saran,218,Parsa,1263,Chakiya,'1017001201780200,Village,Bihar,6546.54,10910.9,12469.6,10910.9,10910.9,14028.3,10910.9
Vaishali,224,Patepur,1274,Bharthipur,'1018000501904600,Village,Bihar,6546.96,10911.6,12470.4,10911.6,10911.6,14029.2,10911.6
Purnia,214,Banmankhi,1128,Sahoria Subhai Milik,'1009001300807900,Village,Bihar,6547.38,10912.3,12471.2,10912.3,10912.3,14030.1,10912.3
Saran,218,Parsa,1263,Kauri Azam,'1012000301040800,Village,Bihar,6547.8,10913,12472,10913,10913,14031,10913
Purnia,214,Krityanand Nagar,1133,Jagni Milik,'1018000701925000,Village,Bihar,6548.22,10913.7,12472.8,10913.7,10913.7,14031.9,10913.7
Vaishali,224,Goraul,1272,Rasulpur Enayat Urf Babhantoli,'1019000502058000,Village,Bihar,6548.64,10914.4,12473.6,10914.4,10914.4,14032.8,10914.4
Saran,218,Parsa,1263,Shankar Dih,'1018000701922200,Village,Bihar,6549.06,10915.1,12474.4,10915.1,10915.1,14033.7,10915.1
Vaishali,224,Lalganj,1270,Madhurapur Kusdeh,'1009001300807100,Village,Bihar,6549.48,10915.8,12475.2,10915.8,10915.8,14034.6,10915.8
Samastipur,217,Khanpur,1287,Manwara,'1009001300801400,Village,Bihar,6549.9,10916.5,12476,10916.5,10916.5,14035.5,10916.5
Purnia,214,Baisi,1140,Rohua,'1013001701194900,Village,Bihar,6550.32,10917.2,12476.8,10917.2,10917.2,14036.4,10917.2
Purnia,214,Dagarua,1141,Baraili,'1012000441201000,Village,Bihar,6550.74,10917.9,12477.6,10917.9,10917.9,14037.3,10917.9
Samastipur,217,Kalyanpur,1048,Naranga,'1018000601911800,Village,Bihar,6551.16,10918.6,12478.4,10918.6,10918.6,14038.2,10918.6
Saran,218,Parsa,1263,Parsa Pojhi,'1018000401894700,Village,Bihar,6551.58,10919.3,12479.2,10919.3,10919.3,14039.1,10919.3
Vaishali,224,Patepur,1274,Daskurwa,'1017001401804200,Village,Bihar,6552,10920,12480,10920,10920,14040,10920
Purnia,214,Krityanand Nagar,1133,Pothia Milik,'1013001601185700,Village,Bihar,6552.42,10920.7,12480.8,10920.7,10920.7,14040.9,10920.7
Samastipur,217,Khanpur,1287,Jagdispur,'1018000501905000,Village,Bihar,6552.84,10921.4,12481.6,10921.4,10921.4,14041.8,10921.4
Saran,218,Nagra,1259,Faradpura,'1019000102034400,Village,Bihar,6553.26,10922.1,12482.4,10922.1,10922.1,14042.7,10922.1
Purnia,214,Amour,1138,Nisandra,'1009000100703400,Village,Bihar,6553.68,10922.8,12483.2,10922.8,10922.8,14043.6,10922.8
Darbhanga,195,Gora Bauram,1196,Adhlar,'1017001401803700,Village,Bihar,6554.1,10923.5,12484,10923.5,10923.5,14044.5,10923.5
Purnia,214,Dagarua,1141,kochaili,'1017001701828800,Village,Bihar,6554.52,10924.2,12484.8,10924.2,10924.2,14045.4,10924.2
Siwan,222,Siswan,1247,Baishistnagar,'1009000100702800,Village,Bihar,6554.94,10924.9,12485.6,10924.9,10924.9,14046.3,10924.9
Saran,218,Manjhi,1255,Ghorahat,'1017000801749600,Village,Bihar,6555.36,10925.6,12486.4,10925.6,10925.6,14047.2,10925.6
Purnia,214,Dagarua,1141,Nisandra,'1018000301880200,Village,Bihar,6555.78,10926.3,12487.2,10926.3,10926.3,14048.1,10926.3
Saharsa,216,Mahishi,1173,Telwa,'1017000901757900,Village,Bihar,6556.2,10927,12488,10927,10927,14049,10927
Vaishali,224,Patepur,1274,Ahmadpur Urf Hasanpur Majhauli,'1009000600741200,Village,Bihar,6556.62,10927.7,12488.8,10927.7,10927.7,14049.9,10927.7
Saran,218,Nagra,1259,Aphaur,'1018000701922500,Village,Bihar,6557.04,10928.4,12489.6,10928.4,10928.4,14050.8,10928.4
Samastipur,217,Tajpur,1290,Kubauli Baso,'1019000402050900,Village,Bihar,6557.46,10929.1,12490.4,10929.1,10929.1,14051.7,10929.1
Purnia,214,Srinagar,1136,Hansaili,'1018000701915700,Village,Bihar,6557.88,10929.8,12491.2,10929.8,10929.8,14052.6,10929.8
Samastipur,217,Samastipur,1288,Mathura Mandal,'1017000801749100,Village,Bihar,6558.3,10930.5,12492,10930.5,10930.5,14053.5,10930.5
Vaishali,224,Chehra Kalan,1273,Rasulpur Daud,'1009000800763600,Village,Bihar,6558.72,10931.2,12492.8,10931.2,10931.2,14054.4,10931.2
Darbhanga,195,Kusheshwar Asthan,1197,Ghorsar,'1009001300802500,Village,Bihar,6559.14,10931.9,12493.6,10931.9,10931.9,14055.3,10931.9
Saran,218,Manjhi,1255,Sarca patti,'1017001601812200,Village,Bihar,6559.56,10932.6,12494.4,10932.6,10932.6,14056.2,10932.6
Vaishali,224,Lalganj,1270,Shamaspura,'1012000301040500,Village,Bihar,6559.98,10933.3,12495.2,10933.3,10933.3,14057.1,10933.3
Purnia,214,Baisi,1140,Chopara,'1019000402052100,Village,Bihar,6560.4,10934,12496,10934,10934,14058,10934
Purnia,214,Banmankhi,1128,Ramnagar Pharsahi Mili,'1019000402051000,Village,Bihar,6560.82,10934.7,12496.8,10934.7,10934.7,14058.9,10934.7
Saran,218,Amnour,1261,Arna,'1009001300807700,Village,Bihar,6561.24,10935.4,12497.6,10935.4,10935.4,14059.8,10935.4
Saran,218,Manjhi,1255,Bataraha,'1019000602069900,Village,Bihar,6561.66,10936.1,12498.4,10936.1,10936.1,14060.7,10936.1
Saharsa,216,Kahara,1174,Patuwaha,'1011000701002500,Village,Bihar,6562.08,10936.8,12499.2,10936.8,10936.8,14061.6,10936.8
Purnia,214,Baisi,1140,Chandargaon,'1017001201780300,Village,Bihar,6562.5,10937.5,12500,10937.5,10937.5,14062.5,10937.5
Purnia,214,Banmankhi,1128,Sahoria Subhai Milik,'1019000102034900,Village,Bihar,6562.92,10938.2,12500.8,10938.2,10938.2,14063.4,10938.2
Vaishali,224,Lalganj,1270,Khajauli Urf Aurangabad,'1017001601814200,Village,Bihar,6563.34,10938.9,12501.6,10938.9,10938.9,14064.3,10938.9
Purnia,214,Kasba,1135,Sara Bathana,'1011000400989900,Village,Bihar,6563.76,10939.6,12502.4,10939.6,10939.6,14065.2,10939.6
Purnia,214,Dagarua,1141,Dogharia,'1018000501906700,Village,Bihar,6564.18,10940.3,12503.2,10940.3,10940.3,14066.1,10940.3
Vaishali,224,Chehra Kalan,1273,Mohammadpur Gangti,'1018000301880700,Village,Bihar,6564.6,10941,12504,10941,10941,14067,10941
Purnia,214,Baisi,1140,Chauni Arazi,'1018000501904900,Village,Bihar,6565.02,10941.7,12504.8,10941.7,10941.7,14067.9,10941.7
Vaishali,224,Patepur,1274,Chak Fatma Abdur Rahim,'1019000502058100,Village,Bihar,6565.44,10942.4,12505.6,10942.4,10942.4,14068.8,10942.4
Samastipur,217,Warisnagar,1285,Belahi,'1012000301041700,Village,Bihar,6565.86,10943.1,12506.4,10943.1,10943.1,14069.7,10943.1
Samastipur,217,Tajpur,1290,Sultan Chak,'1017001401803900,Village,Bihar,6566.28,10943.8,12507.2,10943.8,10943.8,14070.6,10943.8
Samastipur,217,Warisnagar,1285,Manipur,'1019000102034800,Village,Bihar,6566.7,10944.5,12508,10944.5,10944.5,14071.5,10944.5
Saran,218,Manjhi,1255,Sadhpur Chatra,'1011000400989100,Village,Bihar,6567.12,10945.2,12508.8,10945.2,10945.2,14072.4,10945.2
Samastipur,217,Warisnagar,1285,Sathmalpur,'1017001201779700,Village,Bihar,6567.54,10945.9,12509.6,10945.9,10945.9,14073.3,10945.9
Purnia,214,Kasba,1135,Saraunchia,'1009001400823900,Village,Bihar,6567.96,10946.6,12510.4,10946.6,10946.6,14074.2,10946.6
Saran,218,Parsa,1263,Jadopur,'1019000102035400,Village,Bihar,6568.38,10947.3,12511.2,10947.3,10947.3,14075.1,10947.3
Saran,218,Parsa,1263,Loknathpur,'1009000600741000,Village,Bihar,6568.8,10948,12512,10948,10948,14076,10948
Purnia,214,Banmankhi,1128,Akhtiarpur,'1019000302050100,Village,Bihar,6569.22,10948.7,12512.8,10948.7,10948.7,14076.9,10948.7
Purnia,214,Banmankhi,1128,Ramnagar Milik,'1009000800763500,Village,Bihar,6569.64,10949.4,12513.6,10949.4,10949.4,14077.8,10949.4
Saharsa,216,Mahishi,1173,Dumri,'1009000800763700,Village,Bihar,6570.06,10950.1,12514.4,10950.1,10950.1,14078.7,10950.1
Samastipur,217,Kalyanpur,1048,Bhagirathpur,'1011000400990300,Village,Bihar,6570.48,10950.8,12515.2,10950.8,10950.8,14079.6,10950.8
Purnia,214,Banmankhi,1128,Jianganj,'1011000400990400,Village,Bihar,6570.9,10951.5,12516,10951.5,10951.5,14080.5,10951.5
Vaishali,224,Chehra Kalan,1273,Babbalpur  Chhaurahi,'1017001601810900,Village,Bihar,6571.32,10952.2,12516.8,10952.2,10952.2,14081.4,10952.2
Samastipur,217,Shivaji Nagar,1286,Ramaul,'1009001300801500,Village,Bihar,6571.74,10952.9,12517.6,10952.9,10952.9,14082.3,10952.9
